transaction_id,client_id,commercial_id,date_transaction,region,ville,segment_client,age_client,anciennete_client_annees,canal_acquisition,campagne_marketing,cout_acquisition_eur,categorie_produit,produit,nb_licences,montant_brut_eur,remise_pct,montant_net_eur,nb_contacts_avant_vente,duree_cycle_vente_jours,taux_conversion_pct,score_satisfaction,nps_score,taux_utilisation_pct,nb_tickets_support,uptime_pct,churn,statut_renouvellement
TXN-02027,CLI-3570,COM-152,2023-06-24,Hauts-de-France,Dunkerque,Grand Compte,55,4,Partenaire Revendeur,Google Ads,438.8,Logiciels SaaS,HR Manager,419,10343.26,1.4,10198.45,1,33,21.5,6.9,56,59.2,3,98.8,0,Renouvelé
TXN-02028,CLI-5600,COM-170,2021-08-27,Normandie,Évreux,Particulier,29,0,Téléphonie,Salon Pro,1651.32,Logiciels SaaS,HR Manager,1,1409.13,7.3,1306.26,3,38,18.9,4.2,-11,79.1,4,99.77,0,Renouvelé
TXN-02029,CLI-8861,COM-151,2022-02-25,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,36,1,Commercial Terrain,Google Ads,375.81,Cybersécurité,SOC 24/7,7,4484.51,3.7,4318.58,6,52,14.3,5.1,39,84.9,1,98.41,1,Non renouvelé
TXN-02030,CLI-3032,COM-117,2023-09-29,Occitanie,Nîmes,PME,41,1,Digital,None,0.0,Support & Maintenance,Support Silver,14,2159.75,4.6,2060.4,4,40,15.4,4.9,44,82.8,5,98.2,0,Renouvelé
TXN-02031,CLI-9496,COM-190,2021-07-06,Île-de-France,Boulogne-Billancourt,Startup,26,2,Commercial Terrain,Referral,27.72,Logiciels SaaS,ERP Cloud,30,1249.15,4.9,1187.94,4,8,10.8,5.2,36,61.8,4,98.54,0,Renouvelé
TXN-02032,CLI-4155,COM-116,2023-11-12,Nouvelle-Aquitaine,La Rochelle,PME,33,0,Digital,Webinar,124.18,Logiciels SaaS,HR Manager,10,5258.31,4.6,5016.43,1,95,18.0,9.0,3,81.2,2,98.68,0,Upsell
TXN-02033,CLI-1334,COM-189,2023-07-02,Auvergne-Rhône-Alpes,Clermont-Ferrand,TPE,39,1,Partenaire Revendeur,Referral,53.68,Infrastructure Cloud,Cloud Starter,4,1693.49,2.6,1649.46,2,4,32.6,7.6,47,96.6,1,99.52,0,Upsell
TXN-02034,CLI-2433,COM-130,2021-04-24,Normandie,Rouen,TPE,38,2,Commercial Terrain,None,0.0,Cybersécurité,SecureGuard Basic,10,2609.85,19.5,2100.93,5,16,34.2,8.2,46,78.9,2,100.0,0,Upsell
TXN-02035,CLI-9789,COM-107,2023-07-18,Occitanie,Montpellier,TPE,53,2,Partenaire Revendeur,Webinar,72.67,Logiciels SaaS,ERP Cloud,10,3609.08,6.3,3381.71,6,22,23.3,2.2,59,28.9,2,99.94,0,Renouvelé
TXN-02036,CLI-2871,COM-159,2021-09-28,Auvergne-Rhône-Alpes,Grenoble,Particulier,56,5,Commercial Terrain,LinkedIn Ads,703.64,Infrastructure Cloud,Cloud Starter,1,1717.1,4.8,1634.68,3,1,22.1,8.6,28,70.2,1,98.65,0,Renouvelé
TXN-02037,CLI-8312,COM-103,2023-11-18,Île-de-France,Paris,PME,27,2,Digital,LinkedIn Ads,93.17,Infrastructure Cloud,Cloud Business,32,11763.13,3.3,11374.95,2,3,30.8,8.3,44,68.0,1,98.57,0,Upsell
TXN-02038,CLI-7561,COM-184,2023-05-01,Île-de-France,Versailles,TPE,39,0,Partenaire Revendeur,Google Ads,431.03,Infrastructure Cloud,Cloud Business,3,3389.86,8.2,3111.89,2,6,43.4,4.0,51,77.2,3,98.63,0,Renouvelé
TXN-02039,CLI-1875,COM-153,2023-07-25,Provence-Alpes-Côte d'Azur,Marseille,TPE,46,3,Téléphonie,Webinar,126.15,Support & Maintenance,Support Bronze,10,1514.95,20.8,1199.84,4,61,43.5,5.0,36,78.9,3,98.78,0,Renouvelé
TXN-02040,CLI-8871,COM-142,2021-04-29,Provence-Alpes-Côte d'Azur,Marseille,Startup,56,4,Digital,Referral,99.3,Logiciels SaaS,HR Manager,20,3021.45,7.9,2782.76,1,27,16.8,9.2,-5,58.6,5,99.92,0,Upsell
TXN-02041,CLI-6483,COM-178,2023-08-05,Bretagne,Brest,Startup,46,1,Téléphonie,None,0.0,Logiciels SaaS,Collaboration Suite,5,1079.22,15.8,908.7,2,3,25.5,6.1,-32,83.8,1,100.0,0,Renouvelé
TXN-02042,CLI-8343,COM-132,2022-09-24,Nouvelle-Aquitaine,Bordeaux,TPE,41,3,Commercial Terrain,Google Ads,122.45,Data & BI,ML Platform,2,7126.42,8.9,6492.17,5,39,56.0,9.0,10,89.0,2,100.0,0,Upsell
TXN-02043,CLI-9615,COM-166,2021-02-14,Nouvelle-Aquitaine,Limoges,TPE,45,0,Partenaire Revendeur,LinkedIn Ads,712.28,Data & BI,Data Warehouse,4,1694.28,5.3,1604.48,1,18,22.6,7.2,-16,46.0,1,99.69,0,Non renouvelé
TXN-02044,CLI-9530,COM-103,2023-03-22,Île-de-France,Montreuil,PME,46,1,Commercial Terrain,None,0.0,Logiciels SaaS,ERP Cloud,39,1944.95,0.7,1931.34,6,5,22.7,6.3,42,78.1,1,99.52,0,Non renouvelé
TXN-02045,CLI-5129,COM-140,2022-06-06,Bretagne,Brest,Particulier,26,7,Partenaire Revendeur,Email Campaign,34.54,Support & Maintenance,Support Silver,1,229.61,6.5,214.69,6,24,51.8,6.9,4,60.0,2,100.0,0,Renouvelé
TXN-02046,CLI-8816,COM-129,2021-01-07,Hauts-de-France,Amiens,TPE,40,7,Digital,None,0.0,Cybersécurité,SecureGuard Basic,2,2540.2,7.2,2357.31,3,14,28.4,3.6,15,55.9,2,99.2,0,Renouvelé
TXN-02047,CLI-5667,COM-113,2022-03-23,Île-de-France,Montreuil,Startup,55,2,Commercial Terrain,LinkedIn Ads,657.55,Logiciels SaaS,Collaboration Suite,9,2514.7,3.2,2434.23,5,31,47.1,7.9,88,55.4,3,99.14,0,Renouvelé
TXN-02048,CLI-8353,COM-148,2021-05-30,Hauts-de-France,Amiens,Grand Compte,35,3,Inbound Marketing,Salon Pro,535.68,Infrastructure Cloud,Hybrid Connect,191,8283.85,6.7,7728.83,7,117,34.3,5.0,23,54.5,1,99.34,0,Renouvelé
TXN-02049,CLI-1931,COM-104,2021-04-03,Nouvelle-Aquitaine,Bordeaux,PME,39,5,Partenaire Revendeur,Google Ads,438.44,Logiciels SaaS,Collaboration Suite,22,2000.3,3.4,1932.29,7,39,57.7,3.9,70,72.8,3,98.68,0,Renouvelé
TXN-02050,CLI-6172,COM-116,2023-05-18,Île-de-France,Boulogne-Billancourt,TPE,35,9,Digital,LinkedIn Ads,165.29,Logiciels SaaS,CRM Pro,7,5863.94,5.2,5559.02,4,21,47.6,4.5,36,18.7,3,99.72,0,Renouvelé
TXN-02051,CLI-3641,COM-190,2022-12-07,Auvergne-Rhône-Alpes,Annecy,Particulier,18,2,Digital,Google Ads,230.65,Logiciels SaaS,HR Manager,1,773.9,4.3,740.62,3,28,33.3,5.6,-8,71.1,4,98.47,0,Upsell
TXN-02052,CLI-3208,COM-116,2021-05-11,Nouvelle-Aquitaine,Limoges,TPE,38,2,Digital,Email Campaign,18.99,Cybersécurité,SecureGuard Basic,6,1219.46,6.7,1137.76,4,44,43.0,8.3,33,70.0,1,99.01,0,Upsell
TXN-02053,CLI-2744,COM-157,2021-05-04,Île-de-France,Montreuil,Particulier,41,1,Téléphonie,None,0.0,Data & BI,DataViz Pro,1,2506.47,3.3,2423.76,5,7,18.4,5.8,-34,16.9,5,100.0,0,Non renouvelé
TXN-02054,CLI-9033,COM-181,2021-05-22,Normandie,Évreux,TPE,31,0,Partenaire Revendeur,Salon Pro,1150.21,Infrastructure Cloud,Hybrid Connect,9,1970.75,15.8,1659.37,3,4,55.9,8.6,41,62.2,0,100.0,0,Renouvelé
TXN-02055,CLI-3035,COM-138,2023-08-25,Bretagne,Rennes,TPE,24,1,Partenaire Revendeur,Email Campaign,5.19,Infrastructure Cloud,Hybrid Connect,6,2275.67,7.7,2100.44,1,25,5.0,8.8,6,40.3,0,99.47,0,Renouvelé
TXN-02056,CLI-2808,COM-130,2021-03-06,Hauts-de-France,Lille,PME,27,4,Commercial Terrain,Google Ads,475.69,Infrastructure Cloud,Hybrid Connect,44,11853.31,2.5,11556.98,4,41,31.0,8.9,34,81.9,4,98.11,0,Upsell
TXN-02057,CLI-5573,COM-131,2022-08-11,Auvergne-Rhône-Alpes,Grenoble,Particulier,47,4,Partenaire Revendeur,SEO Organique,14.9,Cybersécurité,SecureGuard Basic,1,1776.82,4.2,1702.19,4,16,18.4,10.0,15,63.3,4,98.92,0,Upsell
TXN-02058,CLI-9950,COM-106,2023-04-18,Auvergne-Rhône-Alpes,Grenoble,PME,61,6,Commercial Terrain,Webinar,33.06,Data & BI,ML Platform,33,6234.9,4.5,5954.33,3,6,37.4,8.0,70,67.6,2,99.93,0,Renouvelé
TXN-02059,CLI-7704,COM-127,2022-01-04,Occitanie,Perpignan,Particulier,54,0,Digital,Referral,73.0,Infrastructure Cloud,Cloud Enterprise,1,2529.09,10.6,2261.01,3,30,16.2,8.2,36,49.7,0,99.65,0,Upsell
TXN-02060,CLI-6500,COM-156,2021-10-05,Nouvelle-Aquitaine,La Rochelle,Particulier,21,2,Téléphonie,Email Campaign,44.25,Cybersécurité,Endpoint Shield,1,4635.22,10.8,4134.62,2,33,31.6,6.0,25,65.2,1,99.06,0,Renouvelé
TXN-02061,CLI-7840,COM-186,2023-05-11,Île-de-France,Montreuil,Particulier,48,0,Inbound Marketing,LinkedIn Ads,357.24,Infrastructure Cloud,Cloud Starter,1,2670.41,3.3,2582.29,3,46,43.0,3.0,20,68.5,5,100.0,0,Renouvelé
TXN-02062,CLI-6831,COM-122,2023-02-06,Nouvelle-Aquitaine,Bordeaux,TPE,30,0,Partenaire Revendeur,None,0.0,Data & BI,Data Warehouse,7,1428.24,17.8,1174.01,5,26,30.2,7.8,41,68.0,2,99.18,0,Renouvelé
TXN-02063,CLI-9466,COM-183,2023-02-23,Grand Est,Mulhouse,Startup,31,6,Téléphonie,Webinar,46.34,Logiciels SaaS,Collaboration Suite,14,1786.38,6.9,1663.12,2,13,17.8,4.7,23,76.3,3,99.2,0,Non renouvelé
TXN-02064,CLI-2555,COM-191,2023-07-08,Auvergne-Rhône-Alpes,Grenoble,Startup,32,2,Téléphonie,Google Ads,78.12,Logiciels SaaS,ERP Cloud,29,3588.21,5.9,3376.51,4,7,40.9,4.7,-34,53.2,1,99.93,0,Renouvelé
TXN-02065,CLI-9757,COM-196,2023-02-13,Île-de-France,Versailles,PME,46,4,Inbound Marketing,Email Campaign,36.45,Infrastructure Cloud,Cloud Starter,18,6684.7,5.7,6303.67,3,1,10.3,5.1,18,95.9,2,99.34,0,Renouvelé
TXN-02066,CLI-2671,COM-162,2023-02-09,Grand Est,Metz,TPE,49,0,Commercial Terrain,Webinar,33.65,Support & Maintenance,Support Platinum,4,640.94,5.4,606.33,4,15,15.8,8.4,35,49.3,2,99.37,0,Upsell
TXN-02067,CLI-1154,COM-108,2021-06-14,Île-de-France,Montreuil,Grand Compte,36,1,Digital,Referral,44.67,Cybersécurité,SOC 24/7,483,10314.06,6.2,9674.59,5,44,24.4,8.9,12,60.5,0,98.46,0,Renouvelé
TXN-02068,CLI-8088,COM-168,2021-09-30,Provence-Alpes-Côte d'Azur,Marseille,TPE,37,3,Inbound Marketing,LinkedIn Ads,676.21,Support & Maintenance,Support Bronze,1,335.61,3.8,322.86,5,41,41.2,7.5,42,81.7,3,98.72,0,Non renouvelé
TXN-02069,CLI-2261,COM-152,2022-12-14,Île-de-France,Boulogne-Billancourt,PME,43,0,Partenaire Revendeur,Email Campaign,33.03,Logiciels SaaS,Collaboration Suite,26,15510.8,4.9,14750.77,6,85,8.7,5.2,38,71.2,1,99.19,1,Non renouvelé
TXN-02070,CLI-9069,COM-181,2021-08-31,Provence-Alpes-Côte d'Azur,Marseille,PME,44,1,Digital,Webinar,138.61,Infrastructure Cloud,Cloud Enterprise,14,7866.93,4.0,7552.25,2,1,55.6,6.7,-30,42.0,2,100.0,0,Upsell
TXN-02071,CLI-4461,COM-183,2022-01-01,Grand Est,Strasbourg,TPE,52,0,Commercial Terrain,LinkedIn Ads,115.64,Infrastructure Cloud,Cloud Starter,3,5688.96,4.2,5450.02,3,5,22.2,9.7,13,67.1,1,98.52,0,Upsell
TXN-02072,CLI-6134,COM-120,2023-03-16,Nouvelle-Aquitaine,La Rochelle,TPE,22,3,Commercial Terrain,SEO Organique,2.68,Cybersécurité,SecureGuard Pro,1,4667.47,6.0,4387.42,2,32,58.8,6.7,74,51.5,1,98.48,0,Upsell
TXN-02073,CLI-7658,COM-136,2023-12-20,Île-de-France,Montreuil,TPE,38,10,Digital,SEO Organique,8.28,Data & BI,Analytics Engine,3,6400.54,4.4,6118.92,2,23,31.2,6.3,51,53.4,2,99.25,0,Renouvelé
TXN-02074,CLI-4985,COM-138,2021-09-18,Pays de la Loire,Saint-Nazaire,Grand Compte,25,5,Inbound Marketing,LinkedIn Ads,755.62,Data & BI,Analytics Engine,296,23989.25,13.4,20774.69,3,37,34.2,9.6,53,81.2,1,100.0,0,Upsell
TXN-02075,CLI-2551,COM-158,2022-04-02,Pays de la Loire,Angers,TPE,37,11,Commercial Terrain,LinkedIn Ads,231.1,Cybersécurité,SecureGuard Basic,1,2374.06,9.3,2153.27,3,14,24.9,10.0,64,81.4,5,100.0,0,Upsell
TXN-02076,CLI-7683,COM-145,2021-01-08,Pays de la Loire,Nantes,PME,35,5,Partenaire Revendeur,Google Ads,463.54,Cybersécurité,SecureGuard Pro,37,3748.37,7.8,3456.0,4,13,54.0,6.6,27,38.3,9,98.7,0,Upsell
TXN-02077,CLI-4278,COM-153,2021-02-16,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,37,5,Digital,Google Ads,263.68,Support & Maintenance,Support Silver,2,983.41,9.8,887.04,2,35,47.1,4.3,18,65.4,1,98.75,0,Non renouvelé
TXN-02078,CLI-2542,COM-124,2022-09-04,Auvergne-Rhône-Alpes,Annecy,TPE,28,2,Commercial Terrain,SEO Organique,3.5,Infrastructure Cloud,Cloud Business,6,4331.7,13.4,3751.25,2,15,59.5,7.3,60,78.9,4,99.43,0,Renouvelé
TXN-02079,CLI-3755,COM-108,2023-08-07,Normandie,Évreux,TPE,20,2,Digital,None,0.0,Data & BI,Data Warehouse,10,10930.34,9.9,9848.24,3,8,44.3,6.6,68,61.2,2,98.83,0,Non renouvelé
TXN-02080,CLI-8552,COM-113,2023-05-19,Grand Est,Mulhouse,Startup,18,1,Partenaire Revendeur,SEO Organique,20.7,Support & Maintenance,Support Bronze,10,1818.88,11.0,1618.8,4,10,60.3,9.9,72,55.7,3,100.0,0,Renouvelé
TXN-02081,CLI-7005,COM-116,2023-12-26,Île-de-France,Versailles,PME,36,5,Téléphonie,Google Ads,386.39,Infrastructure Cloud,Cloud Starter,40,4764.98,1.8,4679.21,1,7,38.2,4.9,15,56.2,1,99.6,0,Renouvelé
TXN-02082,CLI-6773,COM-180,2023-02-16,Île-de-France,Paris,Startup,32,0,Téléphonie,Salon Pro,1261.45,Data & BI,Analytics Engine,12,18422.88,4.7,17557.0,3,1,35.8,5.5,54,50.0,0,98.31,0,Non renouvelé
TXN-02083,CLI-8350,COM-109,2022-04-16,Auvergne-Rhône-Alpes,Lyon,TPE,29,0,Digital,Webinar,80.66,Infrastructure Cloud,Cloud Enterprise,9,6124.34,8.5,5603.77,7,35,32.3,6.5,31,57.9,1,98.95,0,Renouvelé
TXN-02084,CLI-3916,COM-126,2022-05-22,Pays de la Loire,Saint-Nazaire,TPE,53,8,Digital,Salon Pro,1374.02,Logiciels SaaS,Collaboration Suite,8,3519.17,11.3,3121.5,1,39,6.6,8.4,56,79.9,2,99.56,0,Renouvelé
TXN-02085,CLI-7789,COM-169,2023-08-02,Nouvelle-Aquitaine,Pau,TPE,27,0,Digital,Email Campaign,23.67,Cybersécurité,SOC 24/7,5,17929.78,9.6,16208.52,3,47,26.7,5.3,32,56.2,3,99.65,1,Non renouvelé
TXN-02086,CLI-2693,COM-189,2022-12-10,Nouvelle-Aquitaine,Bordeaux,Grand Compte,55,11,Digital,SEO Organique,23.42,Logiciels SaaS,ERP Cloud,80,30000.0,4.9,28530.0,3,5,41.4,9.1,34,46.1,0,99.29,0,Upsell
TXN-02087,CLI-7857,COM-101,2021-11-14,Île-de-France,Boulogne-Billancourt,Startup,57,3,Téléphonie,Webinar,33.65,Infrastructure Cloud,Hybrid Connect,10,8781.68,2.3,8579.7,2,73,7.6,6.3,58,92.8,2,98.97,0,Renouvelé
TXN-02088,CLI-5998,COM-162,2022-07-19,Occitanie,Perpignan,TPE,18,1,Téléphonie,LinkedIn Ads,533.85,Support & Maintenance,Support Silver,10,1094.89,8.1,1006.2,5,12,39.7,4.5,25,55.6,3,99.89,0,Renouvelé
TXN-02089,CLI-7725,COM-169,2022-01-22,Bretagne,Lorient,PME,39,3,Téléphonie,Webinar,70.43,Logiciels SaaS,ERP Cloud,49,8898.3,3.0,8631.35,4,67,44.4,5.7,23,64.9,0,100.0,1,Non renouvelé
TXN-02090,CLI-4570,COM-123,2021-08-20,Auvergne-Rhône-Alpes,Lyon,Grand Compte,33,5,Commercial Terrain,Referral,92.73,Logiciels SaaS,ERP Cloud,81,6551.16,7.5,6059.82,8,9,25.4,4.7,66,55.0,1,99.83,0,Non renouvelé
TXN-02091,CLI-8995,COM-171,2021-03-07,Grand Est,Mulhouse,Grand Compte,18,0,Digital,Salon Pro,1569.01,Cybersécurité,SecureGuard Pro,276,13213.83,4.6,12605.99,2,1,24.0,4.9,47,70.8,2,99.23,0,Renouvelé
TXN-02092,CLI-9308,COM-162,2023-05-09,Normandie,Le Havre,Particulier,20,4,Digital,Referral,93.99,Infrastructure Cloud,Cloud Enterprise,1,2898.4,2.5,2825.94,4,21,33.2,10.0,5,71.2,2,98.33,0,Upsell
TXN-02093,CLI-2163,COM-169,2021-02-02,Île-de-France,Montreuil,Startup,47,4,Digital,Email Campaign,35.77,Infrastructure Cloud,Cloud Starter,28,3472.36,11.6,3069.57,3,22,51.1,7.4,69,59.5,4,99.1,0,Renouvelé
TXN-02094,CLI-2452,COM-197,2022-05-08,Nouvelle-Aquitaine,La Rochelle,PME,62,0,Partenaire Revendeur,Google Ads,327.58,Infrastructure Cloud,Cloud Business,15,11045.94,11.1,9819.84,3,69,13.3,9.1,78,77.4,1,98.02,0,Renouvelé
TXN-02095,CLI-4461,COM-106,2022-02-27,Provence-Alpes-Côte d'Azur,Marseille,TPE,48,0,Téléphonie,Webinar,117.66,Logiciels SaaS,CRM Pro,7,2554.41,6.6,2385.82,3,33,29.7,6.5,43,30.3,2,99.47,0,Non renouvelé
TXN-02096,CLI-9610,COM-150,2021-05-18,Grand Est,Reims,TPE,41,0,Digital,Referral,5.09,Logiciels SaaS,HR Manager,7,1390.98,4.6,1326.99,6,52,20.4,8.3,25,76.2,4,99.68,0,Upsell
TXN-02097,CLI-1877,COM-153,2021-07-26,Occitanie,Nîmes,Particulier,37,0,Digital,Salon Pro,1113.19,Support & Maintenance,Support Silver,1,396.1,13.4,343.02,3,57,37.6,5.7,83,72.3,3,99.87,0,Non renouvelé
TXN-02098,CLI-7421,COM-109,2021-03-10,Occitanie,Montpellier,Grand Compte,58,0,Partenaire Revendeur,Email Campaign,9.43,Logiciels SaaS,Collaboration Suite,491,20349.64,8.5,18619.92,4,20,33.9,10.0,81,78.8,3,100.0,0,Renouvelé
TXN-02099,CLI-9690,COM-140,2023-07-04,Grand Est,Mulhouse,PME,63,3,Partenaire Revendeur,None,0.0,Infrastructure Cloud,Hybrid Connect,47,8132.14,4.7,7749.93,4,71,23.2,6.7,8,75.8,1,99.33,0,Non renouvelé
TXN-02100,CLI-3731,COM-189,2021-04-10,Auvergne-Rhône-Alpes,Clermont-Ferrand,Particulier,30,1,Téléphonie,Webinar,129.9,Support & Maintenance,Support Gold,1,410.79,11.3,364.37,6,38,46.7,5.7,27,45.6,4,100.0,0,Non renouvelé
TXN-02101,CLI-1775,COM-138,2022-05-17,Pays de la Loire,Saint-Nazaire,Grand Compte,18,6,Commercial Terrain,SEO Organique,19.08,Data & BI,ML Platform,61,30333.69,4.8,28877.67,3,3,41.2,4.9,33,76.1,2,98.83,0,Non renouvelé
TXN-02102,CLI-2864,COM-144,2021-04-01,Nouvelle-Aquitaine,Limoges,PME,18,0,Digital,None,0.0,Logiciels SaaS,Collaboration Suite,36,6125.01,22.8,4728.51,3,8,16.2,5.1,84,54.0,5,99.19,1,Non renouvelé
TXN-02103,CLI-4394,COM-179,2023-04-04,Île-de-France,Versailles,Particulier,53,1,Inbound Marketing,Email Campaign,19.79,Infrastructure Cloud,Cloud Starter,1,1586.62,7.2,1472.38,3,3,12.6,4.9,61,57.7,3,100.0,0,Upsell
TXN-02104,CLI-1212,COM-165,2023-06-18,Hauts-de-France,Roubaix,TPE,37,3,Partenaire Revendeur,Referral,36.47,Data & BI,DataViz Pro,4,7680.85,11.6,6789.87,9,26,29.1,10.0,25,79.6,1,99.48,0,Upsell
TXN-02105,CLI-9185,COM-142,2022-04-25,Grand Est,Mulhouse,PME,40,6,Digital,Salon Pro,216.97,Cybersécurité,Endpoint Shield,18,4955.87,17.8,4073.73,2,7,46.1,6.8,34,27.9,1,99.84,1,Non renouvelé
TXN-02106,CLI-2259,COM-165,2022-03-21,Provence-Alpes-Côte d'Azur,Nice,Grand Compte,18,2,Partenaire Revendeur,Email Campaign,10.42,Data & BI,DataViz Pro,114,15416.3,7.4,14275.49,5,85,45.8,6.7,31,74.9,1,100.0,0,Renouvelé
TXN-02107,CLI-7979,COM-151,2021-04-26,Bretagne,Quimper,Grand Compte,28,1,Partenaire Revendeur,LinkedIn Ads,228.34,Infrastructure Cloud,Hybrid Connect,490,10348.68,1.4,10203.8,2,67,12.8,10.0,12,71.2,2,98.96,0,Upsell
TXN-02108,CLI-9089,COM-148,2021-10-14,Pays de la Loire,Saint-Nazaire,PME,34,6,Digital,Email Campaign,24.69,Logiciels SaaS,CRM Pro,28,6163.99,3.1,5972.91,5,47,36.6,9.9,50,78.8,2,99.54,0,Upsell
TXN-02109,CLI-6702,COM-129,2023-10-29,Provence-Alpes-Côte d'Azur,Aix-en-Provence,Particulier,40,1,Commercial Terrain,Email Campaign,15.06,Infrastructure Cloud,Cloud Business,1,2130.27,8.4,1951.33,6,62,57.1,4.9,48,63.9,2,100.0,0,Renouvelé
TXN-02110,CLI-4088,COM-145,2022-08-16,Normandie,Le Havre,TPE,33,0,Digital,Email Campaign,28.85,Cybersécurité,SOC 24/7,9,4289.85,8.2,3938.08,6,55,5.0,9.6,52,98.2,3,100.0,0,Renouvelé
TXN-02111,CLI-3813,COM-155,2022-04-25,Île-de-France,Montreuil,Startup,25,1,Digital,Salon Pro,1471.1,Cybersécurité,SecureGuard Basic,25,10557.05,3.0,10240.34,2,5,48.7,6.6,41,48.4,1,99.03,0,Renouvelé
TXN-02112,CLI-2882,COM-141,2022-10-16,Île-de-France,Versailles,Particulier,28,4,Partenaire Revendeur,Referral,2.26,Logiciels SaaS,HR Manager,1,1459.2,10.6,1304.52,4,2,19.4,7.0,2,48.8,1,98.42,0,Renouvelé
TXN-02113,CLI-7373,COM-190,2022-10-19,Île-de-France,Versailles,TPE,52,0,Digital,Webinar,139.94,Logiciels SaaS,ERP Cloud,2,1953.72,9.1,1775.93,5,35,30.2,6.1,15,72.1,3,100.0,0,Renouvelé
TXN-02114,CLI-4634,COM-137,2022-05-01,Pays de la Loire,Angers,PME,40,2,Partenaire Revendeur,Referral,55.81,Support & Maintenance,Support Silver,31,838.24,5.3,793.81,5,12,14.9,6.9,36,70.3,2,98.31,0,Renouvelé
TXN-02115,CLI-4186,COM-110,2022-09-11,Occitanie,Toulouse,TPE,45,2,Inbound Marketing,SEO Organique,20.28,Logiciels SaaS,CRM Pro,6,1421.76,21.2,1120.35,2,29,7.7,6.1,61,38.0,1,99.82,0,Non renouvelé
TXN-02116,CLI-7907,COM-166,2021-10-21,Île-de-France,Montreuil,Particulier,27,7,Digital,Google Ads,426.7,Logiciels SaaS,CRM Pro,1,482.14,4.8,459.0,1,30,20.5,6.6,43,66.5,5,98.9,0,Renouvelé
TXN-02117,CLI-2974,COM-103,2023-12-04,Auvergne-Rhône-Alpes,Grenoble,Particulier,18,1,Commercial Terrain,Referral,52.26,Data & BI,ML Platform,1,3386.4,8.4,3101.94,5,58,38.0,6.4,-1,88.7,2,99.18,0,Renouvelé
TXN-02118,CLI-4966,COM-121,2022-03-29,Occitanie,Montpellier,Grand Compte,31,0,Partenaire Revendeur,Email Campaign,5.16,Infrastructure Cloud,Cloud Business,183,9228.21,3.3,8923.68,2,5,13.7,8.0,-25,51.1,4,99.29,0,Renouvelé
TXN-02119,CLI-2259,COM-180,2023-04-27,Île-de-France,Versailles,Startup,27,1,Partenaire Revendeur,Salon Pro,447.68,Logiciels SaaS,CRM Pro,10,2590.86,3.9,2489.82,3,64,34.6,8.1,33,83.3,4,99.91,0,Upsell
TXN-02120,CLI-8703,COM-170,2022-09-08,Pays de la Loire,Le Mans,TPE,42,1,Partenaire Revendeur,SEO Organique,14.04,Infrastructure Cloud,Hybrid Connect,1,3584.79,4.3,3430.64,3,11,30.5,7.4,47,80.9,3,100.0,0,Non renouvelé
TXN-02121,CLI-9632,COM-187,2022-07-18,Grand Est,Mulhouse,Particulier,75,3,Digital,None,0.0,Cybersécurité,SecureGuard Basic,1,4349.74,9.3,3945.21,2,66,9.7,9.9,58,79.5,1,100.0,0,Renouvelé
TXN-02122,CLI-6397,COM-166,2021-05-05,Nouvelle-Aquitaine,Bordeaux,PME,46,3,Commercial Terrain,Salon Pro,1487.11,Infrastructure Cloud,Cloud Starter,24,13513.32,5.0,12837.65,3,6,29.7,9.1,87,56.1,4,98.93,0,Upsell
TXN-02123,CLI-5386,COM-122,2021-12-25,Normandie,Évreux,TPE,70,4,Téléphonie,Email Campaign,26.06,Support & Maintenance,Support Platinum,5,754.81,5.4,714.05,6,5,42.0,9.6,68,69.9,1,99.16,1,Non renouvelé
TXN-02124,CLI-1600,COM-143,2023-05-25,Auvergne-Rhône-Alpes,Annecy,Particulier,44,5,Inbound Marketing,LinkedIn Ads,760.76,Logiciels SaaS,HR Manager,1,2484.01,10.3,2228.16,8,28,14.6,5.9,53,45.6,2,98.92,0,Non renouvelé
TXN-02125,CLI-1743,COM-117,2023-10-13,Normandie,Le Havre,TPE,30,7,Digital,LinkedIn Ads,156.16,Cybersécurité,SOC 24/7,1,1390.21,2.9,1349.89,4,70,21.5,5.1,18,76.5,2,98.93,0,Renouvelé
TXN-02126,CLI-6086,COM-109,2021-04-07,Hauts-de-France,Amiens,TPE,42,1,Inbound Marketing,Webinar,23.57,Logiciels SaaS,HR Manager,4,7171.05,5.3,6790.98,5,20,33.2,7.7,78,45.9,4,99.19,0,Upsell
TXN-02127,CLI-1922,COM-121,2022-12-07,Occitanie,Montpellier,Grand Compte,59,12,Digital,Referral,69.03,Infrastructure Cloud,Cloud Business,80,23454.18,11.3,20803.86,6,2,27.2,7.9,2,60.3,2,99.31,0,Renouvelé
TXN-02128,CLI-4975,COM-184,2023-02-20,Île-de-France,Paris,PME,59,0,Inbound Marketing,SEO Organique,3.33,Data & BI,DataViz Pro,17,13242.12,18.9,10739.36,1,61,26.3,5.4,67,60.7,1,98.29,0,Renouvelé
TXN-02129,CLI-8802,COM-166,2023-12-11,Pays de la Loire,Nantes,PME,31,3,Téléphonie,None,0.0,Logiciels SaaS,Collaboration Suite,11,2723.86,11.5,2410.62,7,20,33.3,7.8,91,76.4,5,99.43,0,Renouvelé
